# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
1206.0000 A376 1000 4 452.0000 n46 n3 22 N n46->n45->n2->n0->n3
1210.0000 A539 1000 3 130.0000 n9 n6 27 N n9->n4->n1->n6
1217.0000 R_A590 500 4 13.0000 n5 n60 29 Y n5->n4->n9->n12->n60
1217.0000 A599 1000 2 17.0000 n69 n6 29 N n69->n1->n6
1221.0000 A569 1000 4 81.0000 n39 n5 28 N n39->n33->n1->n4->n5
1222.0000 A581 1000 4 58.0000 n51 n5 29 N n51->n11->n1->n4->n5
1223.0000 R_A597 500 3 18.0000 n5 n67 29 Y n5->n4->n9->n67
1223.0000 R_A563 500 2 22.0000 n6 n33 29 Y n6->n1->n33
1228.0000 R_A599 500 2 11.0000 n6 n69 29 Y n6->n1->n69
1231.0000 A594 1000 5 41.0000 n64 n5 29 N n64->n51->n11->n1->n4->n5
1232.0000 A258 1000 3 714.0000 n28 n3 18 N n28->n1->n0->n3
1235.0000 A546 1000 3 141.0000 n16 n6 27 N n16->n4->n1->n6
1235.0000 R_A273 500 2 368.0000 n3 n43 23 Y n3->n0->n43
1236.0000 A547 1000 3 140.0000 n17 n6 27 N n17->n4->n1->n6
1239.0000 R_A539 500 3 29.0000 n6 n9 29 Y n6->n1->n4->n9
1240.0000 A609 1000 4 20.0000 n79 n5 29 N n79->n69->n1->n4->n5
1241.0000 R_A219 500 3 550.0000 n2 n89 20 Y n2->n0->n1->n89
1243.0000 A616 1000 3 9.0000 n86 n5 29 N n86->n9->n4->n5
1249.0000 A224 1000 4 799.0000 n94 n1 16 N n94->n24->n3->n0->n1
1251.0000 A263 1000 3 723.0000 n33 n3 17 N n33->n1->n0->n3
1253.0000 A239 1000 4 773.0000 n9 n3 17 N n9->n4->n1->n0->n3
1253.0000 A617 1000 3 17.0000 n87 n5 29 N n87->n76->n4->n5
1255.0000 R_A616 500 3 12.0000 n5 n86 29 Y n5->n4->n9->n86
1262.0000 R_A617 500 3 9.0000 n5 n87 29 Y n5->n4->n76->n87
1263.0000 R_A546 500 3 28.0000 n6 n16 29 Y n6->n1->n4->n16
1266.0000 R_A547 500 3 30.0000 n6 n17 29 Y n6->n1->n4->n17
1268.0000 R_A265 500 4 488.0000 n2 n35 21 Y n2->n0->n3->n13->n35
1270.0000 R_A231 500 3 564.0000 n45 n1 20 Y n45->n2->n0->n1
1275.0000 A619 1000 2 35.0000 n89 n6 29 N n89->n1->n6
1276.0000 A633 1000 3 8.0000 n3 n14 29 N n3->n7->n8->n14
1278.0000 R_A619 500 2 3.0000 n6 n89 29 Y n6->n1->n89
1283.0000 A345 1000 4 591.0000 n15 n4 20 N n15->n2->n0->n1->n4
1283.0000 A393 1000 4 495.0000 n63 n3 21 N n63->n15->n2->n0->n3
1285.0000 A334 1000 4 615.0000 n4 n45 19 N n4->n1->n0->n2->n45
1289.0000 A448 1000 3 391.0000 n18 n2 23 N n18->n3->n0->n2
1294.0000 A339 1000 4 614.0000 n9 n2 19 N n9->n4->n1->n0->n2
1296.0000 A356 1000 4 582.0000 n26 n4 20 N n26->n2->n0->n1->n4
1298.0000 A418 1000 3 460.0000 n88 n3 22 N n88->n49->n0->n3
1299.0000 A641 1000 2 15.0000 n11 n6 29 N n11->n1->n6
1301.0000 A643 1000 2 13.0000 n13 n7 29 N n13->n3->n7
1304.0000 R_A529 500 3 195.0000 n4 n99 26 Y n4->n1->n33->n99
1304.0000 R_A633 500 3 28.0000 n14 n3 29 Y n14->n8->n7->n3
1305.0000 R_A541 500 3 184.0000 n5 n11 26 Y n5->n4->n1->n11
1307.0000 A427 1000 3 451.0000 n97 n3 22 N n97->n78->n0->n3
1311.0000 A267 1000 4 775.0000 n37 n11 17 N n37->n3->n0->n1->n11
1311.0000 A430 1000 2 449.0000 n0 n18 22 N n0->n3->n18
1319.0000 R_A266 500 5 524.0000 n2 n36 21 Y n2->n0->n3->n13->n35->n36
1320.0000 A347 1000 4 624.0000 n17 n2 19 N n17->n4->n1->n0->n2
1325.0000 A557 1000 3 209.0000 n27 n6 26 N n27->n4->n1->n6
1327.0000 A401 1000 4 523.0000 n71 n3 21 N n71->n15->n2->n0->n3
1329.0000 A570 1000 3 187.0000 n40 n6 26 N n40->n4->n1->n6
1332.0000 A580 1000 5 170.0000 n50 n5 27 N n50->n39->n33->n1->n4->n5
1333.0000 A603 1000 4 125.0000 n73 n5 27 N n73->n33->n1->n4->n5
1337.0000 R_A187 500 4 613.0000 n1 n57 19 Y n1->n0->n2->n45->n57
1337.0000 R_A641 500 2 38.0000 n6 n11 29 Y n6->n1->n11
1340.0000 R_A284 500 2 402.0000 n3 n54 23 Y n3->n0->n54
1341.0000 A660 1000 2 19.0000 n30 n7 29 N n30->n3->n7
1343.0000 R_A562 500 3 196.0000 n4 n32 26 Y n4->n1->n11->n32
1347.0000 R_A260 500 3 534.0000 n2 n30 21 Y n2->n0->n3->n30
1347.0000 A373 1000 3 599.0000 n43 n4 20 N n43->n0->n1->n4
1349.0000 R_A272 500 5 539.0000 n2 n42 21 Y n2->n0->n3->n13->n35->n42
1352.0000 A583 1000 3 184.0000 n53 n6 26 N n53->n4->n1->n6
1355.0000 R_A568 500 4 164.0000 n5 n38 27 Y n5->n4->n1->n28->n38
1356.0000 A247 1000 4 860.0000 n17 n3 15 N n17->n4->n1->n0->n3
1357.0000 A242 1000 5 871.0000 n12 n3 15 N n12->n9->n4->n1->n0->n3
1359.0000 A668 1000 3 21.0000 n38 n6 29 N n38->n28->n1->n6
1359.0000 A667 1000 5 23.0000 n37 n77 29 N n37->n3->n18->n65->n70->n77
1365.0000 R_A557 500 3 40.0000 n6 n27 29 Y n6->n1->n4->n27
1365.0000 R_A308 500 2 398.0000 n3 n78 23 Y n3->n0->n78
1365.0000 A661 1000 2 41.0000 n31 n7 29 N n31->n3->n7
1365.0000 R_A643 500 2 64.0000 n7 n13 28 Y n7->n3->n13
1371.0000 A274 1000 3 821.0000 n44 n3 16 N n44->n1->n0->n3
1371.0000 A588 1000 3 193.0000 n58 n6 26 N n58->n4->n1->n6
1371.0000 A654 1000 2 61.0000 n24 n7 28 N n24->n3->n7
1373.0000 R_A570 500 3 44.0000 n6 n40 29 Y n6->n1->n4->n40
1378.0000 R_A193 500 4 640.0000 n1 n63 19 Y n1->n0->n2->n15->n63
1380.0000 R_A668 500 3 21.0000 n6 n38 29 Y n6->n1->n28->n38
1382.0000 A662 1000 4 56.0000 n32 n5 29 N n32->n11->n1->n4->n5
1385.0000 A629 1000 4 125.0000 n99 n5 27 N n99->n33->n1->n4->n5
1385.0000 R_A667 500 5 26.0000 n77 n37 29 Y n77->n70->n65->n18->n3->n37
1387.0000 A271 1000 3 843.0000 n41 n3 15 N n41->n1->n0->n3
1388.0000 R_A583 500 3 36.0000 n6 n53 29 Y n6->n1->n4->n53
1389.0000 A681 1000 3 25.0000 n51 n6 29 N n51->n11->n1->n6
1390.0000 A669 1000 3 50.0000 n39 n6 29 N n39->n33->n1->n6
1391.0000 A680 1000 4 29.0000 n50 n6 29 N n50->n39->n33->n1->n6
1392.0000 R_A196 500 5 646.0000 n1 n66 19 Y n1->n0->n2->n45->n57->n66
1392.0000 R_A588 500 3 21.0000 n6 n58 29 Y n6->n1->n4->n58
1394.0000 R_A660 500 2 53.0000 n7 n30 29 Y n7->n3->n30
1395.0000 R_A661 500 2 30.0000 n7 n31 29 Y n7->n3->n31
1397.0000 R_A227 500 3 641.0000 n1 n97 19 Y n1->n0->n78->n97
1401.0000 A689 1000 4 21.0000 n59 n5 29 N n59->n12->n9->n4->n5
1401.0000 A694 1000 4 11.0000 n64 n6 29 N n64->n51->n11->n1->n6
1404.0000 R_A654 500 2 33.0000 n7 n24 29 Y n7->n3->n24
1414.0000 A606 1000 3 200.0000 n76 n6 26 N n76->n4->n1->n6
1417.0000 A362 1000 4 691.0000 n32 n2 18 N n32->n11->n1->n0->n2
1417.0000 R_A689 500 4 16.0000 n5 n59 29 Y n5->n4->n9->n12->n59
1418.0000 R_A285 500 6 600.0000 n2 n55 20 Y n2->n0->n3->n7->n8->n19->n55
1420.0000 R_A681 500 3 31.0000 n6 n51 29 Y n6->n1->n11->n51
1422.0000 R_A282 500 7 601.0000 n2 n52 19 Y n2->n0->n3->n7->n8->n19->n21->n52
1425.0000 A709 1000 3 5.0000 n79 n6 29 N n79->n69->n1->n6
1426.0000 A703 1000 3 18.0000 n73 n6 29 N n73->n33->n1->n6
1428.0000 R_A230 500 2 669.0000 n11 n0 18 Y n11->n1->n0
1429.0000 A404 1000 4 619.0000 n74 n3 19 N n74->n15->n2->n0->n3
1432.0000 R_A569 500 4 211.0000 n5 n39 26 Y n5->n4->n1->n33->n39
1434.0000 A384 1000 3 664.0000 n54 n4 18 N n54->n0->n1->n4
1435.0000 R_A581 500 4 213.0000 n5 n51 26 Y n5->n4->n1->n11->n51
1439.0000 R_A204 500 4 663.0000 n1 n74 18 Y n1->n0->n2->n15->n74
1441.0000 R_A609 500 4 201.0000 n5 n79 26 Y n5->n4->n1->n69->n79
1441.0000 R_A594 500 5 210.0000 n5 n64 26 Y n5->n4->n1->n11->n51->n64
1441.0000 A714 1000 2 11.0000 n84 n7 29 N n84->n3->n7
1443.0000 R_A210 500 4 666.0000 n1 n80 18 Y n1->n0->n2->n26->n80
1449.0000 A410 1000 4 627.0000 n80 n3 19 N n80->n26->n2->n0->n3
1451.0000 R_A669 500 3 61.0000 n6 n39 28 Y n6->n1->n33->n39
1455.0000 R_A680 500 4 64.0000 n6 n50 28 Y n6->n1->n33->n39->n50
1457.0000 A723 1000 2 9.0000 n93 n7 29 N n93->n3->n7
1458.0000 R_A300 500 5 619.0000 n2 n70 19 Y n2->n0->n3->n18->n65->n70
1461.0000 R_A714 500 2 20.0000 n7 n84 29 Y n7->n3->n84
1462.0000 R_A723 500 2 5.0000 n7 n93 29 Y n7->n3->n93
1465.0000 A415 1000 4 633.0000 n85 n3 19 N n85->n45->n2->n0->n3
1467.0000 R_A134 500 3 910.0000 n3 n4 14 Y n3->n0->n1->n4
1469.0000 R_A298 500 5 626.0000 n2 n68 19 Y n2->n0->n3->n7->n10->n68
1472.0000 A733 1000 2 4.0000 n3 n35 29 N n3->n13->n35
1473.0000 A725 1000 2 21.0000 n95 n7 29 N n95->n3->n7
1473.0000 R_A694 500 4 72.0000 n6 n64 28 Y n6->n1->n11->n51->n64
1476.0000 R_A606 500 3 62.0000 n6 n76 28 Y n6->n1->n4->n76
1476.0000 R_A709 500 3 51.0000 n6 n79 29 Y n6->n1->n69->n79
1478.0000 R_A703 500 3 52.0000 n6 n73 29 Y n6->n1->n33->n73
1479.0000 R_A725 500 2 6.0000 n7 n95 29 Y n7->n3->n95
1482.0000 R_A733 500 2 10.0000 n35 n3 29 Y n35->n13->n3
1482.0000 A735 1000 2 10.0000 n5 n9 29 N n5->n4->n9
1482.0000 A505 1000 4 470.0000 n75 n2 22 N n75->n37->n3->n0->n2
1483.0000 A729 1000 3 23.0000 n99 n6 29 N n99->n33->n1->n6
1487.0000 R_A735 500 2 5.0000 n9 n5 29 Y n9->n4->n5
1487.0000 A252 1000 4 981.0000 n22 n3 13 N n22->n4->n1->n0->n3
1488.0000 R_A220 500 4 694.0000 n1 n90 18 Y n1->n0->n2->n15->n90
1489.0000 A740 1000 2 7.0000 n10 n8 29 N n10->n7->n8
1489.0000 A420 1000 4 647.0000 n90 n3 19 N n90->n15->n2->n0->n3
1491.0000 A736 1000 3 17.0000 n6 n9 29 N n6->n1->n4->n9
1496.0000 A386 1000 4 722.0000 n56 n1 17 N n56->n45->n2->n0->n1
1498.0000 A744 1000 2 8.0000 n14 n7 29 N n14->n8->n7
1499.0000 R_A740 500 2 10.0000 n8 n10 29 Y n8->n7->n10
1505.0000 A432 1000 2 639.0000 n2 n3 19 N n2->n0->n3
1505.0000 A749 1000 2 5.0000 n19 n7 29 N n19->n8->n7
1508.0000 R_A744 500 2 10.0000 n7 n14 29 Y n7->n8->n14
1512.0000 A377 1000 3 756.0000 n47 n4 17 N n47->n0->n1->n4
1516.0000 A753 1000 2 8.0000 n23 n8 29 N n23->n7->n8
1517.0000 R_A749 500 2 12.0000 n7 n19 29 Y n7->n8->n19
1518.0000 A755 1000 2 6.0000 n25 n7 29 N n25->n23->n7
1520.0000 A752 1000 2 14.0000 n22 n5 29 N n22->n4->n5
1521.0000 A295 1000 4 929.0000 n65 n1 14 N n65->n18->n3->n0->n1
1522.0000 R_A755 500 2 4.0000 n7 n25 29 Y n7->n23->n25
1526.0000 R_A307 500 6 635.0000 n2 n77 19 Y n2->n0->n3->n18->n65->n70->n77
1526.0000 R_A292 500 6 661.0000 n2 n62 18 Y n2->n0->n3->n7->n8->n14->n62
1533.0000 R_A752 500 2 13.0000 n5 n22 29 Y n5->n4->n22
1533.0000 R_A302 500 5 644.0000 n2 n72 19 Y n2->n0->n3->n7->n8->n72
1534.0000 R_A729 500 3 51.0000 n6 n99 29 Y n6->n1->n33->n99
1538.0000 A642 1000 4 252.0000 n12 n6 25 N n12->n9->n4->n1->n6
1539.0000 A650 1000 4 237.0000 n20 n6 26 N n20->n17->n4->n1->n6
1543.0000 R_A642 500 4 5.0000 n6 n12 29 Y n6->n1->n4->n9->n12
1543.0000 A761 1000 3 19.0000 n31 n8 29 N n31->n3->n7->n8
1545.0000 R_A650 500 4 6.0000 n6 n20 29 Y n6->n1->n4->n17->n20
1547.0000 R_A314 500 3 651.0000 n2 n84 19 Y n2->n0->n3->n84
1547.0000 A751 1000 3 43.0000 n21 n7 29 N n21->n19->n8->n7
1549.0000 R_A312 500 6 654.0000 n2 n82 19 Y n2->n0->n3->n18->n65->n70->n82
1549.0000 A762 1000 3 23.0000 n32 n6 29 N n32->n11->n1->n6
1550.0000 R_A753 500 2 34.0000 n8 n23 29 Y n8->n7->n23
1553.0000 R_A751 500 3 6.0000 n7 n21 29 Y n7->n8->n19->n21
1557.0000 R_A762 500 3 8.0000 n6 n32 29 Y n6->n1->n11->n32
1559.0000 A765 1000 3 27.0000 n35 n7 29 N n35->n13->n3->n7
1560.0000 A743 1000 3 72.0000 n13 n8 28 N n13->n3->n7->n8
1571.0000 A664 1000 5 241.0000 n34 n6 25 N n34->n20->n17->n4->n1->n6
1576.0000 R_A580 500 5 244.0000 n5 n50 25 Y n5->n4->n1->n33->n39->n50
1577.0000 A754 1000 3 67.0000 n24 n8 28 N n24->n3->n7->n8
1578.0000 R_A664 500 5 7.0000 n6 n34 29 Y n6->n1->n4->n17->n20->n34
1578.0000 A760 1000 3 56.0000 n30 n8 29 N n30->n3->n7->n8
1584.0000 A387 1000 5 808.0000 n57 n4 16 N n57->n45->n2->n0->n1->n4
1584.0000 A782 1000 4 18.0000 n52 n7 29 N n52->n21->n19->n8->n7
1585.0000 A785 1000 3 13.0000 n55 n7 29 N n55->n19->n8->n7
1586.0000 R_A603 500 4 253.0000 n5 n73 25 Y n5->n4->n1->n33->n73
1589.0000 A678 1000 4 231.0000 n48 n6 26 N n48->n40->n4->n1->n6
1589.0000 R_A323 500 3 668.0000 n2 n93 18 Y n2->n0->n3->n93
1594.0000 R_A291 500 6 678.0000 n2 n61 18 Y n2->n0->n3->n13->n35->n36->n61
1594.0000 R_A311 500 7 679.0000 n2 n81 18 Y n2->n0->n3->n18->n65->n70->n77->n81
1595.0000 R_A785 500 3 10.0000 n7 n55 29 Y n7->n8->n19->n55
1595.0000 R_A782 500 4 11.0000 n7 n52 29 Y n7->n8->n19->n21->n52
1597.0000 R_A662 500 4 215.0000 n5 n32 26 Y n5->n4->n1->n11->n32
1599.0000 A792 1000 3 13.0000 n62 n7 29 N n62->n14->n8->n7
1601.0000 R_A629 500 4 216.0000 n5 n99 26 Y n5->n4->n1->n33->n99
1603.0000 R_A792 500 3 4.0000 n7 n62 29 Y n7->n8->n14->n62
1606.0000 R_A325 500 3 681.0000 n2 n95 18 Y n2->n0->n3->n95
1607.0000 A798 1000 2 9.0000 n68 n7 29 N n68->n10->n7
1607.0000 A690 1000 5 225.0000 n60 n6 26 N n60->n12->n9->n4->n1->n6
1608.0000 A697 1000 4 212.0000 n67 n6 26 N n67->n9->n4->n1->n6
1609.0000 R_A798 500 2 2.0000 n7 n68 29 Y n7->n10->n68
1611.0000 A408 1000 3 793.0000 n78 n4 16 N n78->n0->n1->n4
1613.0000 A802 1000 2 7.0000 n72 n7 29 N n72->n8->n7
1614.0000 R_A761 500 3 71.0000 n8 n31 28 Y n8->n7->n3->n31
1615.0000 R_A802 500 2 2.0000 n7 n72 29 Y n7->n8->n72
1615.0000 R_A765 500 3 56.0000 n7 n35 29 Y n7->n3->n13->n35
1616.0000 R_A234 500 3 824.0000 n2 n4 16 Y n2->n0->n1->n4
1620.0000 R_A322 500 4 694.0000 n2 n92 18 Y n2->n0->n3->n37->n92
1627.0000 R_A743 500 3 67.0000 n8 n13 28 Y n8->n7->n3->n13
1629.0000 R_A678 500 4 40.0000 n6 n48 29 Y n6->n1->n4->n40->n48
1629.0000 A766 1000 4 95.0000 n36 n7 28 N n36->n35->n13->n3->n7
1630.0000 A772 1000 4 84.0000 n42 n7 28 N n42->n35->n13->n3->n7
1632.0000 R_A690 500 5 25.0000 n6 n60 29 Y n6->n1->n4->n9->n12->n60
1634.0000 R_A697 500 4 26.0000 n6 n67 29 Y n6->n1->n4->n9->n67
1636.0000 R_A754 500 3 59.0000 n8 n24 29 Y n8->n7->n3->n24
1639.0000 A800 1000 4 37.0000 n70 n7 29 N n70->n65->n18->n3->n7
1641.0000 A807 1000 5 25.0000 n77 n7 29 N n77->n70->n65->n18->n3->n7
1642.0000 A812 1000 5 16.0000 n82 n7 29 N n82->n70->n65->n18->n3->n7
1644.0000 A716 1000 4 210.0000 n86 n6 26 N n86->n9->n4->n1->n6
1650.0000 R_A760 500 3 72.0000 n8 n30 28 Y n8->n7->n3->n30
1657.0000 A824 1000 3 7.0000 n94 n7 29 N n94->n24->n3->n7
1659.0000 A717 1000 4 223.0000 n87 n6 26 N n87->n76->n4->n1->n6
1660.0000 R_A716 500 4 16.0000 n6 n86 29 Y n6->n1->n4->n9->n86
1662.0000 R_A324 500 4 718.0000 n2 n94 18 Y n2->n0->n3->n24->n94
1663.0000 R_A328 500 4 716.0000 n2 n98 18 Y n2->n0->n3->n84->n98
1667.0000 A289 1000 6 1087.0000 n59 n3 11 N n59->n12->n9->n4->n1->n0->n3
1669.0000 A530 1000 3 607.0000 n0 n65 19 N n0->n3->n18->n65
1674.0000 A823 1000 3 26.0000 n93 n8 29 N n93->n3->n7->n8
1677.0000 A825 1000 3 25.0000 n95 n8 29 N n95->n3->n7->n8
1677.0000 A833 1000 4 9.0000 n3 n77 29 N n3->n18->n65->n70->n77
1680.0000 R_A736 500 3 189.0000 n9 n6 26 Y n9->n4->n1->n6
1686.0000 A838 1000 2 8.0000 n8 n10 29 N n8->n7->n10
1688.0000 R_A717 500 4 29.0000 n6 n87 29 Y n6->n1->n4->n76->n87
1689.0000 R_A838 500 2 3.0000 n10 n8 29 Y n10->n7->n8
1693.0000 A822 1000 3 47.0000 n92 n7 29 N n92->n37->n3->n7
1697.0000 R_A359 500 4 522.0000 n3 n29 21 Y n3->n0->n2->n15->n29
1698.0000 R_A766 500 4 69.0000 n7 n36 28 Y n7->n3->n13->n35->n36
1699.0000 A847 1000 2 3.0000 n17 n9 29 N n17->n4->n9
1699.0000 A791 1000 5 115.0000 n61 n7 28 N n61->n36->n35->n13->n3->n7
1701.0000 A811 1000 6 77.0000 n81 n7 28 N n81->n77->n70->n65->n18->n3->n7
1703.0000 R_A847 500 2 4.0000 n9 n17 29 Y n9->n4->n17
1704.0000 A299 1000 3 1104.0000 n69 n3 11 N n69->n1->n0->n3
1705.0000 A846 1000 2 11.0000 n16 n9 29 N n16->n4->n9
1707.0000 R_A379 500 2 519.0000 n3 n49 21 Y n3->n0->n49
1709.0000 A851 1000 2 5.0000 n21 n8 29 N n21->n19->n8
1711.0000 R_A241 500 3 906.0000 n2 n11 14 Y n2->n0->n1->n11
1712.0000 R_A772 500 4 82.0000 n7 n42 28 Y n7->n3->n13->n35->n42
1714.0000 R_A851 500 2 5.0000 n8 n21 29 Y n8->n19->n21
1714.0000 A396 1000 6 920.0000 n66 n4 14 N n66->n57->n45->n2->n0->n1->n4
1715.0000 R_A800 500 4 76.0000 n7 n70 28 Y n7->n3->n18->n65->n70
1716.0000 R_A833 500 4 39.0000 n77 n3 29 Y n77->n70->n65->n18->n3
1717.0000 R_A807 500 5 76.0000 n7 n77 28 Y n7->n3->n18->n65->n70->n77
1720.0000 R_A376 500 4 514.0000 n3 n46 21 Y n3->n0->n2->n45->n46
1722.0000 A848 1000 2 24.0000 n18 n7 29 N n18->n3->n7
1723.0000 R_A824 500 3 66.0000 n7 n94 28 Y n7->n3->n24->n94
1723.0000 R_A812 500 5 81.0000 n7 n82 28 Y n7->n3->n18->n65->n70->n82
1725.0000 R_A823 500 3 51.0000 n8 n93 29 Y n8->n7->n3->n93
1726.0000 R_A215 500 4 871.0000 n1 n85 15 Y n1->n0->n2->n45->n85
1727.0000 R_A825 500 3 50.0000 n8 n95 29 Y n8->n7->n3->n95
1729.0000 A857 1000 2 13.0000 n27 n9 29 N n27->n4->n9
1729.0000 R_A846 500 2 24.0000 n9 n16 29 Y n9->n4->n16
1731.0000 A855 1000 3 19.0000 n25 n8 29 N n25->n23->n7->n8
1736.0000 R_A855 500 3 5.0000 n8 n25 29 Y n8->n7->n23->n25
1743.0000 A321 1000 4 1099.0000 n91 n4 11 N n91->n3->n0->n1->n4
1743.0000 R_A857 500 2 14.0000 n9 n27 29 Y n9->n4->n27
1747.0000 A870 1000 2 5.0000 n40 n9 29 N n40->n4->n9
1747.0000 A865 1000 4 15.0000 n35 n8 29 N n35->n13->n3->n7->n8
1748.0000 A866 1000 5 14.0000 n36 n8 29 N n36->n35->n13->n3->n7->n8
1755.0000 R_A870 500 2 8.0000 n9 n40 29 Y n9->n4->n40
1757.0000 A863 1000 3 29.0000 n33 n9 29 N n33->n1->n4->n9
1760.0000 R_A822 500 3 67.0000 n7 n92 28 Y n7->n3->n37->n92
1763.0000 A426 1000 4 909.0000 n96 n2 14 N n96->n4->n1->n0->n2
1764.0000 A789 1000 5 184.0000 n59 n6 26 N n59->n12->n9->n4->n1->n6
1767.0000 A871 1000 3 23.0000 n41 n9 29 N n41->n1->n4->n9
1768.0000 R_A791 500 5 69.0000 n7 n61 28 Y n7->n3->n13->n35->n36->n61
1769.0000 A882 1000 3 3.0000 n52 n8 29 N n52->n21->n19->n8
1771.0000 R_A811 500 6 70.0000 n7 n81 28 Y n7->n3->n18->n65->n70->n77->n81
1775.0000 R_A882 500 3 6.0000 n8 n52 29 Y n8->n19->n21->n52
1776.0000 A874 1000 3 26.0000 n44 n9 29 N n44->n1->n4->n9
1777.0000 A885 1000 2 5.0000 n55 n8 29 N n55->n19->n8
1779.0000 A883 1000 2 11.0000 n53 n9 29 N n53->n4->n9
1782.0000 R_A885 500 2 5.0000 n8 n55 29 Y n8->n19->n55
1783.0000 A828 1000 3 125.0000 n98 n7 27 N n98->n84->n3->n7
1785.0000 A613 1000 5 557.0000 n83 n2 20 N n83->n75->n37->n3->n0->n2
1786.0000 A814 1000 3 156.0000 n84 n8 27 N n84->n3->n7->n8
1787.0000 R_A883 500 2 8.0000 n9 n53 29 Y n9->n4->n53
1787.0000 R_A143 500 3 1128.0000 n1 n13 11 Y n1->n0->n3->n13
1791.0000 A331 1000 3 1127.0000 n1 n18 11 N n1->n0->n3->n18
1793.0000 R_A789 500 5 29.0000 n6 n59 29 Y n6->n1->n4->n9->n12->n59
1793.0000 A858 1000 3 75.0000 n28 n9 28 N n28->n1->n4->n9
1793.0000 A892 1000 2 7.0000 n62 n8 29 N n62->n14->n8
1795.0000 A888 1000 2 17.0000 n58 n9 29 N n58->n4->n9
1799.0000 R_A892 500 2 6.0000 n8 n62 29 Y n8->n14->n62
1799.0000 A475 1000 3 847.0000 n45 n3 15 N n45->n2->n0->n3
1801.0000 A319 1000 3 1161.0000 n89 n3 10 N n89->n1->n0->n3
1801.0000 A872 1000 5 55.0000 n42 n8 29 N n42->n35->n13->n3->n7->n8
1805.0000 A891 1000 6 21.0000 n61 n8 29 N n61->n36->n35->n13->n3->n7->n8
1806.0000 A895 1000 3 14.0000 n65 n7 29 N n65->n18->n3->n7
1807.0000 A898 1000 3 9.0000 n68 n8 29 N n68->n10->n7->n8
1810.0000 R_A337 500 3 855.0000 n2 n7 15 Y n2->n0->n3->n7
1812.0000 R_A888 500 2 17.0000 n9 n58 29 Y n9->n4->n58
1813.0000 R_A218 500 3 924.0000 n1 n88 14 Y n1->n0->n49->n88
1818.0000 R_A138 500 4 1147.0000 n1 n8 10 Y n1->n0->n3->n7->n8
1818.0000 R_A140 500 4 1144.0000 n1 n10 10 Y n1->n0->n3->n7->n10
1819.0000 A905 1000 3 7.0000 n75 n7 29 N n75->n37->n3->n7
1823.0000 A900 1000 5 21.0000 n70 n8 29 N n70->n65->n18->n3->n7->n8
1824.0000 R_A848 500 2 102.0000 n7 n18 28 Y n7->n3->n18
1824.0000 A906 1000 2 10.0000 n76 n9 29 N n76->n4->n9
1826.0000 R_A235 500 4 996.0000 n2 n5 13 Y n2->n0->n1->n4->n5
1831.0000 R_A906 500 2 7.0000 n9 n76 29 Y n9->n4->n76
1831.0000 R_A898 500 3 24.0000 n8 n68 29 Y n8->n7->n10->n68
1835.0000 A907 1000 6 19.0000 n77 n8 29 N n77->n70->n65->n18->n3->n7->n8
1840.0000 R_A144 500 5 1165.0000 n1 n14 10 Y n1->n0->n3->n7->n8->n14
1844.0000 R_A865 500 4 97.0000 n8 n35 28 Y n8->n7->n3->n13->n35
1849.0000 R_A866 500 5 101.0000 n8 n36 28 Y n8->n7->n3->n13->n35->n36
1849.0000 A919 1000 3 9.0000 n89 n9 29 N n89->n1->n4->n9
1854.0000 A442 1000 5 968.0000 n12 n2 13 N n12->n9->n4->n1->n0->n2
1855.0000 A899 1000 3 55.0000 n69 n9 29 N n69->n1->n4->n9
1858.0000 R_A160 500 3 1180.0000 n1 n30 10 Y n1->n0->n3->n30
1863.0000 R_A269 500 4 1003.0000 n2 n39 13 Y n2->n0->n1->n33->n39
1867.0000 A912 1000 6 41.0000 n82 n8 29 N n82->n70->n65->n18->n3->n7->n8
1873.0000 A928 1000 4 15.0000 n98 n8 29 N n98->n84->n3->n7->n8
1881.0000 A852 1000 3 175.0000 n22 n6 27 N n22->n4->n1->n6
1886.0000 R_A828 500 3 103.0000 n7 n98 28 Y n7->n3->n84->n98
1886.0000 R_A814 500 3 100.0000 n8 n84 28 Y n8->n7->n3->n84
1889.0000 A936 1000 2 15.0000 n6 n11 29 N n6->n1->n11
1891.0000 A621 1000 3 647.0000 n91 n2 19 N n91->n3->n0->n2
1894.0000 R_A852 500 3 13.0000 n6 n22 29 Y n6->n1->n4->n22
1894.0000 A348 1000 3 1196.0000 n18 n1 10 N n18->n3->n0->n1
1894.0000 A911 1000 7 70.0000 n81 n8 28 N n81->n77->n70->n65->n18->n3->n7->n8
1894.0000 R_A895 500 3 88.0000 n7 n65 28 Y n7->n3->n18->n65
1895.0000 A354 1000 4 1185.0000 n24 n4 10 N n24->n3->n0->n1->n4
1897.0000 A944 1000 3 7.0000 n14 n10 29 N n14->n8->n7->n10
1900.0000 A921 1000 2 56.0000 n91 n7 29 N n91->n3->n7
1901.0000 R_A936 500 2 12.0000 n11 n6 29 Y n11->n1->n6
1903.0000 A924 1000 4 53.0000 n94 n8 29 N n94->n24->n3->n7->n8
1907.0000 A941 1000 3 23.0000 n11 n9 29 N n11->n1->n4->n9
1908.0000 R_A944 500 3 11.0000 n10 n14 29 Y n10->n7->n8->n14
