# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
613.0000 R_A296 500 3 6.0000 n2 n66 29 Y n2->n45->n57->n66
618.0000 A304 1000 2 8.0000 n74 n2 29 N n74->n15->n2
621.0000 R_A137 500 2 212.0000 n0 n7 26 Y n0->n3->n7
623.0000 R_A304 500 2 5.0000 n2 n74 29 Y n2->n15->n74
626.0000 A176 1000 4 272.0000 n46 n1 25 N n46->n45->n2->n0->n1
627.0000 R_A286 500 4 33.0000 n49 n56 29 Y n49->n0->n2->n45->n56
629.0000 A310 1000 2 7.0000 n80 n2 29 N n80->n26->n2
632.0000 R_A310 500 2 3.0000 n2 n80 29 Y n2->n26->n80
640.0000 A315 1000 2 8.0000 n85 n2 29 N n85->n45->n2
641.0000 A305 1000 2 29.0000 n75 n3 29 N n75->n37->n3
643.0000 R_A315 500 2 3.0000 n2 n85 29 Y n2->n45->n85
645.0000 R_A305 500 2 4.0000 n3 n75 29 Y n3->n37->n75
646.0000 A199 1000 3 246.0000 n69 n2 25 N n69->n1->n0->n2
647.0000 A313 1000 3 19.0000 n83 n3 29 N n83->n75->n37->n3
651.0000 R_A313 500 3 4.0000 n3 n83 29 Y n3->n37->n75->n83
655.0000 A320 1000 2 13.0000 n90 n2 29 N n90->n15->n2
659.0000 R_A320 500 2 4.0000 n2 n90 29 Y n2->n15->n90
659.0000 A143 1000 3 371.0000 n13 n1 23 N n13->n3->n0->n1
661.0000 A243 1000 3 173.0000 n13 n2 27 N n13->n3->n0->n2
664.0000 A318 1000 3 26.0000 n88 n2 29 N n88->n49->n0->n2
668.0000 A330 1000 2 6.0000 n0 n15 29 N n0->n2->n15
669.0000 A133 1000 3 401.0000 n3 n4 23 N n3->n0->n1->n4
670.0000 A332 1000 2 4.0000 n2 n57 29 N n2->n45->n57
671.0000 A138 1000 4 393.0000 n8 n1 23 N n8->n7->n3->n0->n1
671.0000 A333 1000 2 3.0000 n3 n65 29 N n3->n18->n65
673.0000 A327 1000 3 17.0000 n97 n2 29 N n97->n78->n0->n2
673.0000 R_A333 500 2 2.0000 n65 n3 29 Y n65->n18->n3
674.0000 A140 1000 4 392.0000 n10 n1 23 N n10->n7->n3->n0->n1
675.0000 A144 1000 5 385.0000 n14 n1 23 N n14->n8->n7->n3->n0->n1
677.0000 A248 1000 2 179.0000 n18 n0 27 N n18->n3->n0
677.0000 R_A332 500 2 7.0000 n57 n2 29 Y n57->n45->n2
678.0000 A160 1000 3 356.0000 n30 n1 24 N n30->n3->n0->n1
691.0000 A219 1000 3 251.0000 n89 n2 25 N n89->n1->n0->n2
692.0000 A149 1000 5 392.0000 n19 n1 23 N n19->n8->n7->n3->n0->n1
693.0000 A153 1000 4 385.0000 n23 n1 23 N n23->n7->n3->n0->n1
696.0000 R_A145 500 3 235.0000 n1 n15 26 Y n1->n0->n2->n15
696.0000 R_A318 500 3 32.0000 n2 n88 29 Y n2->n0->n49->n88
701.0000 A238 1000 4 223.0000 n8 n2 26 N n8->n7->n3->n0->n2
702.0000 A240 1000 4 220.0000 n10 n2 26 N n10->n7->n3->n0->n2
704.0000 A342 1000 2 18.0000 n12 n4 29 N n12->n9->n4
704.0000 A338 1000 2 26.0000 n8 n3 29 N n8->n7->n3
706.0000 A231 1000 3 242.0000 n1 n45 25 N n1->n0->n2->n45
708.0000 R_A342 500 2 4.0000 n4 n12 29 Y n4->n9->n12
708.0000 R_A136 500 3 338.0000 n2 n6 24 Y n2->n0->n1->n6
709.0000 R_A330 500 2 41.0000 n15 n0 29 Y n15->n2->n0
713.0000 R_A327 500 3 40.0000 n2 n97 29 Y n2->n0->n78->n97
714.0000 A244 1000 5 224.0000 n14 n2 26 N n14->n8->n7->n3->n0->n2
715.0000 A340 1000 2 33.0000 n10 n3 29 N n10->n7->n3
716.0000 A344 1000 3 26.0000 n14 n3 29 N n14->n8->n7->n3
717.0000 A349 1000 3 17.0000 n19 n3 29 N n19->n8->n7->n3
719.0000 R_A338 500 2 15.0000 n3 n8 29 Y n3->n7->n8
722.0000 A254 1000 3 212.0000 n24 n2 26 N n24->n3->n0->n2
723.0000 A253 1000 4 215.0000 n23 n2 26 N n23->n7->n3->n0->n2
724.0000 A187 1000 4 348.0000 n57 n1 24 N n57->n45->n2->n0->n1
726.0000 A249 1000 5 226.0000 n19 n2 26 N n19->n8->n7->n3->n0->n2
729.0000 R_A340 500 2 14.0000 n3 n10 29 Y n3->n7->n10
731.0000 A336 1000 2 57.0000 n6 n4 29 N n6->n1->n4
734.0000 R_A344 500 3 18.0000 n3 n14 29 Y n3->n7->n8->n14
737.0000 R_A349 500 3 20.0000 n3 n19 29 Y n3->n7->n8->n19
738.0000 A193 1000 4 350.0000 n63 n1 24 N n63->n15->n2->n0->n1
739.0000 A358 1000 2 21.0000 n28 n4 29 N n28->n1->n4
743.0000 A367 1000 2 7.0000 n37 n18 29 N n37->n3->n18
743.0000 R_A336 500 2 12.0000 n4 n6 29 Y n4->n1->n6
744.0000 A255 1000 5 232.0000 n25 n2 26 N n25->n23->n7->n3->n0->n2
746.0000 A196 1000 5 352.0000 n66 n1 24 N n66->n57->n45->n2->n0->n1
746.0000 A251 1000 6 242.0000 n21 n2 25 N n21->n19->n8->n7->n3->n0->n2
749.0000 A261 1000 3 225.0000 n31 n2 26 N n31->n3->n0->n2
750.0000 A351 1000 4 46.0000 n21 n3 29 N n21->n19->n8->n7->n3
751.0000 A353 1000 2 43.0000 n23 n3 29 N n23->n7->n3
751.0000 R_A367 500 2 8.0000 n18 n37 29 Y n18->n3->n37
755.0000 A374 1000 2 5.0000 n44 n4 29 N n44->n1->n4
755.0000 A365 1000 2 23.0000 n35 n3 29 N n35->n13->n3
756.0000 A227 1000 3 300.0000 n97 n1 25 N n97->n78->n0->n1
756.0000 A366 1000 3 22.0000 n36 n3 29 N n36->n35->n13->n3
757.0000 A372 1000 3 11.0000 n42 n3 29 N n42->n35->n13->n3
759.0000 A230 1000 2 297.0000 n0 n11 25 N n0->n1->n11
759.0000 R_A353 500 2 8.0000 n3 n23 29 Y n3->n7->n23
760.0000 R_A365 500 2 5.0000 n3 n35 29 Y n3->n13->n35
760.0000 R_A351 500 4 10.0000 n3 n21 29 Y n3->n7->n8->n19->n21
763.0000 R_A358 500 2 24.0000 n4 n28 29 Y n4->n1->n28
765.0000 R_A366 500 3 9.0000 n3 n36 29 Y n3->n13->n35->n36
765.0000 A355 1000 3 53.0000 n25 n3 29 N n25->n23->n7->n3
766.0000 R_A372 500 3 9.0000 n3 n42 29 Y n3->n13->n35->n42
774.0000 A363 1000 2 46.0000 n33 n4 29 N n33->n1->n4
775.0000 R_A355 500 3 10.0000 n3 n25 29 Y n3->n7->n23->n25
776.0000 A204 1000 4 366.0000 n74 n1 23 N n74->n15->n2->n0->n1
777.0000 A210 1000 4 355.0000 n80 n1 24 N n80->n26->n2->n0->n1
780.0000 A265 1000 4 248.0000 n35 n2 25 N n35->n13->n3->n0->n2
788.0000 A375 1000 3 36.0000 n45 n49 29 N n45->n2->n0->n49
791.0000 R_A374 500 2 36.0000 n4 n44 29 Y n4->n1->n44
791.0000 A389 1000 3 11.0000 n59 n4 29 N n59->n12->n9->n4
792.0000 A234 1000 3 322.0000 n4 n2 24 N n4->n1->n0->n2
793.0000 R_A375 500 3 5.0000 n49 n45 29 Y n49->n0->n2->n45
794.0000 A220 1000 4 352.0000 n90 n1 24 N n90->n15->n2->n0->n1
795.0000 A165 1000 4 463.0000 n35 n1 22 N n35->n13->n3->n0->n1
795.0000 A266 1000 5 261.0000 n36 n2 25 N n36->n35->n13->n3->n0->n2
796.0000 A371 1000 2 52.0000 n41 n4 29 N n41->n1->n4
797.0000 A382 1000 5 31.0000 n52 n3 29 N n52->n21->n19->n8->n7->n3
798.0000 A385 1000 4 26.0000 n55 n3 29 N n55->n19->n8->n7->n3
799.0000 R_A389 500 3 8.0000 n4 n59 29 Y n4->n9->n12->n59
801.0000 A161 1000 3 477.0000 n31 n1 22 N n31->n3->n0->n1
801.0000 A391 1000 4 17.0000 n61 n3 29 N n61->n36->n35->n13->n3
802.0000 A151 1000 6 498.0000 n21 n1 21 N n21->n19->n8->n7->n3->n0->n1
804.0000 R_A132 500 3 334.0000 n4 n2 24 Y n4->n1->n0->n2
805.0000 A392 1000 4 19.0000 n62 n3 29 N n62->n14->n8->n7->n3
805.0000 A241 1000 3 321.0000 n11 n2 24 N n11->n1->n0->n2
807.0000 R_A385 500 4 9.0000 n3 n55 29 Y n3->n7->n8->n19->n55
807.0000 R_A382 500 5 10.0000 n3 n52 29 Y n3->n7->n8->n19->n21->n52
807.0000 R_A391 500 4 6.0000 n3 n61 29 Y n3->n13->n35->n36->n61
809.0000 A155 1000 5 497.0000 n25 n1 21 N n25->n23->n7->n3->n0->n1
810.0000 R_A195 500 3 265.0000 n0 n65 25 Y n0->n3->n18->n65
810.0000 A154 1000 3 500.0000 n24 n1 21 N n24->n3->n0->n1
810.0000 A272 1000 5 264.0000 n42 n2 25 N n42->n35->n13->n3->n0->n2
811.0000 R_A156 500 3 286.0000 n1 n26 25 Y n1->n0->n2->n26
812.0000 A245 1000 3 320.0000 n15 n3 24 N n15->n2->n0->n3
813.0000 A399 1000 2 13.0000 n69 n4 29 N n69->n1->n4
813.0000 A260 1000 3 291.0000 n30 n2 25 N n30->n3->n0->n2
816.0000 R_A392 500 4 11.0000 n3 n62 29 Y n3->n7->n8->n14->n62
818.0000 A285 1000 6 246.0000 n55 n2 25 N n55->n19->n8->n7->n3->n0->n2
819.0000 R_A363 500 2 45.0000 n4 n33 29 Y n4->n1->n33
821.0000 A282 1000 7 255.0000 n52 n2 25 N n52->n21->n19->n8->n7->n3->n0->n2
825.0000 A167 1000 3 489.0000 n37 n1 21 N n37->n3->n0->n1
826.0000 A166 1000 5 492.0000 n36 n1 21 N n36->n35->n13->n3->n0->n1
830.0000 A235 1000 4 358.0000 n5 n2 24 N n5->n4->n1->n0->n2
832.0000 A402 1000 3 26.0000 n72 n3 29 N n72->n8->n7->n3
833.0000 A398 1000 3 35.0000 n68 n3 29 N n68->n10->n7->n3
834.0000 R_A371 500 2 38.0000 n4 n41 29 Y n4->n1->n41
838.0000 R_A402 500 3 6.0000 n3 n72 29 Y n3->n7->n8->n72
839.0000 R_A398 500 3 6.0000 n3 n68 29 Y n3->n7->n10->n68
839.0000 A172 1000 5 493.0000 n42 n1 21 N n42->n35->n13->n3->n0->n1
839.0000 A300 1000 5 237.0000 n70 n2 26 N n70->n65->n18->n3->n0->n2
840.0000 A185 1000 6 468.0000 n55 n1 22 N n55->n19->n8->n7->n3->n0->n1
840.0000 A277 1000 2 284.0000 n47 n3 25 N n47->n0->n3
843.0000 A298 1000 5 245.0000 n68 n2 25 N n68->n10->n7->n3->n0->n2
844.0000 A400 1000 3 42.0000 n70 n3 29 N n70->n65->n18->n3
845.0000 A407 1000 4 29.0000 n77 n3 29 N n77->n70->n65->n18->n3
847.0000 A419 1000 2 7.0000 n89 n4 29 N n89->n1->n4
850.0000 R_A400 500 3 6.0000 n3 n70 29 Y n3->n18->n65->n70
850.0000 A256 1000 3 336.0000 n26 n3 24 N n26->n2->n0->n3
851.0000 R_A399 500 2 38.0000 n4 n69 29 Y n4->n1->n69
853.0000 R_A407 500 4 8.0000 n3 n77 29 Y n3->n18->n65->n70->n77
854.0000 A191 1000 6 470.0000 n61 n1 22 N n61->n36->n35->n13->n3->n0->n1
855.0000 R_A159 500 4 316.0000 n1 n29 24 Y n1->n0->n2->n15->n29
855.0000 A215 1000 4 423.0000 n85 n1 22 N n85->n45->n2->n0->n1
857.0000 A182 1000 7 491.0000 n52 n1 21 N n52->n21->n19->n8->n7->n3->n0->n1
860.0000 A269 1000 4 320.0000 n39 n2 24 N n39->n33->n1->n0->n2
865.0000 A292 1000 6 279.0000 n62 n2 25 N n62->n14->n8->n7->n3->n0->n2
867.0000 A273 1000 2 319.0000 n43 n3 24 N n43->n0->n3
874.0000 R_A419 500 2 27.0000 n4 n89 29 Y n4->n1->n89
874.0000 A422 1000 2 28.0000 n92 n3 29 N n92->n37->n3
875.0000 A433 1000 3 7.0000 n3 n70 29 N n3->n18->n65->n70
876.0000 R_A422 500 2 2.0000 n3 n92 29 Y n3->n37->n92
876.0000 A421 1000 2 32.0000 n91 n13 29 N n91->n3->n13
877.0000 A412 1000 4 51.0000 n82 n3 29 N n82->n70->n65->n18->n3
878.0000 A411 1000 5 54.0000 n81 n3 29 N n81->n77->n70->n65->n18->n3
879.0000 A436 1000 3 5.0000 n6 n5 29 N n6->n1->n4->n5
880.0000 A246 1000 4 386.0000 n16 n2 23 N n16->n4->n1->n0->n2
882.0000 A198 1000 5 484.0000 n68 n1 21 N n68->n10->n7->n3->n0->n1
883.0000 A192 1000 6 497.0000 n62 n1 21 N n62->n14->n8->n7->n3->n0->n1
883.0000 A439 1000 2 3.0000 n9 n5 29 N n9->n4->n5
885.0000 R_A412 500 4 8.0000 n3 n82 29 Y n3->n18->n65->n70->n82
885.0000 R_A421 500 2 9.0000 n13 n91 29 Y n13->n3->n91
888.0000 R_A411 500 5 10.0000 n3 n81 29 Y n3->n18->n65->n70->n77->n81
889.0000 A218 1000 3 451.0000 n88 n1 22 N n88->n49->n0->n1
889.0000 A302 1000 5 283.0000 n72 n2 25 N n72->n8->n7->n3->n0->n2
890.0000 R_A439 500 2 7.0000 n5 n9 29 Y n5->n4->n9
891.0000 A307 1000 6 275.0000 n77 n2 25 N n77->n70->n65->n18->n3->n0->n2
893.0000 A435 1000 3 21.0000 n5 n6 29 N n5->n4->n1->n6
894.0000 A441 1000 2 10.0000 n11 n4 29 N n11->n1->n4
895.0000 A312 1000 6 269.0000 n82 n2 25 N n82->n70->n65->n18->n3->n0->n2
896.0000 A314 1000 3 266.0000 n84 n2 25 N n84->n3->n0->n2
898.0000 R_A158 500 3 424.0000 n2 n28 22 Y n2->n0->n1->n28
898.0000 A424 1000 2 48.0000 n94 n3 29 N n94->n24->n3
899.0000 A446 1000 2 5.0000 n16 n5 29 N n16->n4->n5
900.0000 A200 1000 5 498.0000 n70 n1 21 N n70->n65->n18->n3->n0->n1
900.0000 A447 1000 2 4.0000 n17 n5 29 N n17->n4->n5
902.0000 R_A424 500 2 4.0000 n3 n94 29 Y n3->n24->n94
907.0000 R_A433 500 3 32.0000 n70 n3 29 Y n70->n65->n18->n3
908.0000 A268 1000 4 370.0000 n38 n2 23 N n38->n28->n1->n0->n2
909.0000 R_A163 500 3 432.0000 n2 n33 22 Y n2->n0->n1->n33
909.0000 A428 1000 2 51.0000 n98 n3 29 N n98->n84->n3
911.0000 A250 1000 5 409.0000 n20 n2 23 N n20->n17->n4->n1->n0->n2
912.0000 A281 1000 4 348.0000 n51 n2 24 N n51->n11->n1->n0->n2
912.0000 R_A436 500 3 33.0000 n5 n6 29 Y n5->n4->n1->n6
913.0000 A450 1000 2 11.0000 n20 n4 29 N n20->n17->n4
913.0000 R_A428 500 2 4.0000 n3 n98 29 Y n3->n84->n98
915.0000 A311 1000 7 291.0000 n81 n2 25 N n81->n77->n70->n65->n18->n3->n0->n2
916.0000 R_A450 500 2 3.0000 n4 n20 29 Y n4->n17->n20
916.0000 R_A446 500 2 17.0000 n5 n16 29 Y n5->n4->n16
916.0000 A291 1000 6 332.0000 n61 n2 24 N n61->n36->n35->n13->n3->n0->n2
919.0000 A214 1000 3 489.0000 n84 n1 21 N n84->n3->n0->n1
920.0000 R_A435 500 3 27.0000 n6 n5 29 Y n6->n1->n4->n5
921.0000 A323 1000 3 273.0000 n93 n2 25 N n93->n3->n0->n2
923.0000 R_A447 500 2 23.0000 n5 n17 29 Y n5->n4->n17
924.0000 A205 1000 4 512.0000 n75 n1 21 N n75->n37->n3->n0->n1
925.0000 A325 1000 3 273.0000 n95 n2 25 N n95->n3->n0->n2
926.0000 A322 1000 4 280.0000 n92 n2 25 N n92->n37->n3->n0->n2
931.0000 A457 1000 2 15.0000 n27 n5 29 N n27->n4->n5
932.0000 A280 1000 5 370.0000 n50 n2 23 N n50->n39->n33->n1->n0->n2
933.0000 A257 1000 4 417.0000 n27 n2 23 N n27->n4->n1->n0->n2
935.0000 R_A457 500 2 4.0000 n5 n27 29 Y n5->n4->n27
938.0000 A284 1000 2 368.0000 n54 n3 23 N n54->n0->n3
940.0000 A458 1000 3 22.0000 n28 n5 29 N n28->n1->n4->n5
940.0000 R_A171 500 3 399.0000 n2 n41 23 Y n2->n0->n1->n41
941.0000 R_A174 500 3 399.0000 n2 n44 23 Y n2->n0->n1->n44
944.0000 A324 1000 4 294.0000 n94 n2 25 N n94->n24->n3->n0->n2
947.0000 A328 1000 4 289.0000 n98 n2 25 N n98->n84->n3->n0->n2
948.0000 A464 1000 3 18.0000 n34 n4 29 N n34->n20->n17->n4
948.0000 A213 1000 5 520.0000 n83 n1 21 N n83->n75->n37->n3->n0->n1
949.0000 A470 1000 2 7.0000 n40 n5 29 N n40->n4->n5
952.0000 A264 1000 6 422.0000 n34 n2 22 N n34->n20->n17->n4->n1->n0->n2
952.0000 R_A464 500 3 4.0000 n4 n34 29 Y n4->n17->n20->n34
955.0000 R_A470 500 2 6.0000 n5 n40 29 Y n5->n4->n40
955.0000 A337 1000 3 279.0000 n7 n2 25 N n7->n3->n0->n2
956.0000 A467 1000 3 20.0000 n37 n65 29 N n37->n3->n18->n65
957.0000 A463 1000 3 29.0000 n33 n5 29 N n33->n1->n4->n5
958.0000 A202 1000 5 552.0000 n72 n1 20 N n72->n8->n7->n3->n0->n1
965.0000 A478 1000 2 7.0000 n48 n4 29 N n48->n40->n4
967.0000 A308 1000 2 349.0000 n78 n3 24 N n78->n0->n3
967.0000 R_A478 500 2 2.0000 n4 n48 29 Y n4->n40->n48
971.0000 A468 1000 3 33.0000 n38 n4 29 N n38->n28->n1->n4
971.0000 R_A467 500 3 15.0000 n65 n37 29 Y n65->n18->n3->n37
980.0000 A483 1000 2 12.0000 n53 n5 29 N n53->n4->n5
981.0000 A207 1000 6 565.0000 n77 n1 20 N n77->n70->n65->n18->n3->n0->n1
982.0000 A212 1000 6 556.0000 n82 n1 20 N n82->n70->n65->n18->n3->n0->n1
984.0000 A489 1000 2 4.0000 n59 n9 29 N n59->n12->n9
984.0000 R_A483 500 2 4.0000 n5 n53 29 Y n5->n4->n53
987.0000 A275 1000 4 435.0000 n45 n4 22 N n45->n2->n0->n1->n4
987.0000 R_A489 500 2 3.0000 n9 n59 29 Y n9->n12->n59
988.0000 A469 1000 3 48.0000 n39 n4 29 N n39->n33->n1->n4
988.0000 R_A441 500 2 94.0000 n4 n11 28 Y n4->n1->n11
994.0000 A488 1000 2 16.0000 n58 n5 29 N n58->n4->n5
994.0000 A223 1000 3 546.0000 n93 n1 20 N n93->n3->n0->n1
996.0000 A495 1000 2 4.0000 n65 n3 29 N n65->n18->n3
996.0000 A490 1000 3 14.0000 n60 n4 29 N n60->n12->n9->n4
997.0000 A496 1000 2 3.0000 n66 n45 29 N n66->n57->n45
999.0000 R_A496 500 2 2.0000 n45 n66 29 Y n45->n57->n66
1000.0000 A497 1000 2 4.0000 n67 n4 29 N n67->n9->n4
1002.0000 R_A495 500 2 6.0000 n3 n65 29 Y n3->n18->n65
1003.0000 A270 1000 4 461.0000 n40 n2 22 N n40->n4->n1->n0->n2
1003.0000 A471 1000 3 59.0000 n41 n5 29 N n41->n1->n4->n5
1004.0000 A481 1000 3 40.0000 n51 n4 29 N n51->n11->n1->n4
1005.0000 R_A490 500 3 9.0000 n4 n60 29 Y n4->n9->n12->n60
1006.0000 R_A497 500 2 6.0000 n4 n67 29 Y n4->n9->n67
1006.0000 A474 1000 3 56.0000 n44 n5 29 N n44->n1->n4->n5
1010.0000 R_A488 500 2 16.0000 n5 n58 29 Y n5->n4->n58
1015.0000 R_A458 500 3 75.0000 n5 n28 28 Y n5->n4->n1->n28
1017.0000 A506 1000 2 3.0000 n76 n5 29 N n76->n4->n5
1020.0000 A278 1000 5 462.0000 n48 n2 22 N n48->n40->n4->n1->n0->n2
1021.0000 A283 1000 4 453.0000 n53 n2 22 N n53->n4->n1->n0->n2
1023.0000 A288 1000 4 445.0000 n58 n2 22 N n58->n4->n1->n0->n2
1023.0000 R_A506 500 2 6.0000 n5 n76 29 Y n5->n4->n76
1024.0000 A225 1000 3 572.0000 n95 n1 20 N n95->n3->n0->n1
1025.0000 A279 1000 2 465.0000 n49 n1 22 N n49->n0->n1
1027.0000 A294 1000 5 437.0000 n64 n2 22 N n64->n51->n11->n1->n0->n2
1033.0000 A513 1000 2 5.0000 n83 n37 29 N n83->n75->n37
1033.0000 R_A243 500 3 372.0000 n2 n13 23 Y n2->n0->n3->n13
1036.0000 R_A513 500 2 3.0000 n37 n83 29 Y n37->n75->n83
1039.0000 A516 1000 2 5.0000 n86 n4 29 N n86->n9->n4
1040.0000 R_A248 500 2 363.0000 n0 n18 23 Y n0->n3->n18
1043.0000 R_A516 500 2 4.0000 n4 n86 29 Y n4->n9->n86
1043.0000 A494 1000 4 53.0000 n64 n4 29 N n64->n51->n11->n1->n4
1048.0000 A517 1000 2 12.0000 n87 n4 29 N n87->n76->n4
1051.0000 A233 1000 3 583.0000 n3 n11 20 N n3->n0->n1->n11
1051.0000 R_A517 500 2 3.0000 n4 n87 29 Y n4->n76->n87
1052.0000 A509 1000 3 32.0000 n79 n4 29 N n79->n69->n1->n4
1053.0000 A480 1000 4 91.0000 n50 n4 28 N n50->n39->n33->n1->n4
1053.0000 A499 1000 3 53.0000 n69 n5 29 N n69->n1->n4->n5
1054.0000 A521 1000 3 10.0000 n91 n35 29 N n91->n3->n13->n35
1055.0000 R_A463 500 3 98.0000 n5 n33 28 Y n5->n4->n1->n33
1056.0000 A503 1000 3 48.0000 n73 n4 29 N n73->n33->n1->n4
1057.0000 R_A468 500 3 86.0000 n4 n38 28 Y n4->n1->n28->n38
1059.0000 A211 1000 7 635.0000 n81 n1 19 N n81->n77->n70->n65->n18->n3->n0->n1
1059.0000 A519 1000 3 19.0000 n89 n5 29 N n89->n1->n4->n5
1061.0000 R_A521 500 3 7.0000 n35 n91 29 Y n35->n13->n3->n91
1063.0000 A228 1000 4 605.0000 n98 n1 19 N n98->n84->n3->n0->n1
1064.0000 A221 1000 3 620.0000 n91 n1 19 N n91->n3->n0->n1
1069.0000 A290 1000 6 487.0000 n60 n2 21 N n60->n12->n9->n4->n1->n0->n2
1074.0000 A533 1000 2 6.0000 n3 n8 29 N n3->n7->n8
1085.0000 R_A469 500 3 97.0000 n4 n39 28 Y n4->n1->n33->n39
1092.0000 A395 1000 4 300.0000 n65 n2 25 N n65->n18->n3->n0->n2
1096.0000 R_A533 500 2 22.0000 n8 n3 29 Y n8->n7->n3
1099.0000 A301 1000 4 495.0000 n71 n1 21 N n71->n15->n2->n0->n1
1099.0000 A542 1000 3 13.0000 n12 n5 29 N n12->n9->n4->n5
1101.0000 R_A175 500 3 492.0000 n1 n45 21 Y n1->n0->n2->n45
1102.0000 A297 1000 5 506.0000 n67 n2 21 N n67->n9->n4->n1->n0->n2
1105.0000 R_A481 500 3 101.0000 n4 n51 28 Y n4->n1->n11->n51
1105.0000 A303 1000 4 497.0000 n73 n2 21 N n73->n33->n1->n0->n2
1106.0000 R_A542 500 3 7.0000 n5 n12 29 Y n5->n4->n9->n12
1107.0000 A550 1000 3 5.0000 n20 n5 29 N n20->n17->n4->n5
1107.0000 R_A471 500 3 104.0000 n5 n41 28 Y n5->n4->n1->n41
1108.0000 R_A474 500 3 102.0000 n5 n44 28 Y n5->n4->n1->n44
1109.0000 A529 1000 3 49.0000 n99 n4 29 N n99->n33->n1->n4
1112.0000 A222 1000 4 666.0000 n92 n1 18 N n92->n37->n3->n0->n1
1113.0000 R_A245 500 3 301.0000 n3 n15 24 Y n3->n0->n2->n15
1119.0000 R_A550 500 3 12.0000 n5 n20 29 Y n5->n4->n17->n20
1119.0000 R_A176 500 4 493.0000 n1 n46 21 Y n1->n0->n2->n45->n46
1119.0000 A309 1000 4 499.0000 n79 n2 21 N n79->n69->n1->n0->n2
1120.0000 A306 1000 4 506.0000 n76 n2 21 N n76->n4->n1->n0->n2
1121.0000 A541 1000 3 37.0000 n11 n5 29 N n11->n1->n4->n5
1122.0000 R_A238 500 4 421.0000 n2 n8 22 Y n2->n0->n3->n7->n8
1132.0000 R_A240 500 4 430.0000 n2 n10 22 Y n2->n0->n3->n7->n10
1134.0000 A329 1000 4 474.0000 n99 n2 22 N n99->n33->n1->n0->n2
1135.0000 R_A494 500 4 92.0000 n4 n64 28 Y n4->n1->n11->n51->n64
1138.0000 R_A509 500 3 86.0000 n4 n79 28 Y n4->n1->n69->n79
1139.0000 A564 1000 4 9.0000 n34 n5 29 N n34->n20->n17->n4->n5
1140.0000 R_A480 500 4 87.0000 n4 n50 28 Y n4->n1->n33->n39->n50
1141.0000 R_A244 500 5 427.0000 n2 n14 22 Y n2->n0->n3->n7->n8->n14
1143.0000 R_A564 500 4 4.0000 n5 n34 29 Y n5->n4->n17->n20->n34
1147.0000 A562 1000 3 21.0000 n32 n4 29 N n32->n11->n1->n4
1148.0000 R_A503 500 3 92.0000 n4 n73 28 Y n4->n1->n33->n73
1149.0000 R_A277 500 2 309.0000 n3 n47 24 Y n3->n0->n47
1152.0000 R_A254 500 3 430.0000 n2 n24 22 Y n2->n0->n3->n24
1153.0000 A574 1000 2 3.0000 n44 n6 29 N n44->n1->n6
1154.0000 A558 1000 2 36.0000 n28 n6 29 N n28->n1->n6
1158.0000 R_A199 500 3 512.0000 n2 n69 21 Y n2->n0->n1->n69
1158.0000 A567 1000 4 22.0000 n37 n70 29 N n37->n3->n18->n65->n70
1161.0000 A236 1000 3 687.0000 n6 n3 18 N n6->n1->n0->n3
1166.0000 A571 1000 2 22.0000 n41 n6 29 N n41->n1->n6
1166.0000 A578 1000 3 8.0000 n48 n5 29 N n48->n40->n4->n5
1167.0000 A316 1000 5 533.0000 n86 n2 21 N n86->n9->n4->n1->n0->n2
1167.0000 R_A567 500 4 9.0000 n70 n37 29 Y n70->n65->n18->n3->n37
1168.0000 A317 1000 5 532.0000 n87 n2 21 N n87->n76->n4->n1->n0->n2
1170.0000 R_A578 500 3 4.0000 n5 n48 29 Y n5->n4->n40->n48
1171.0000 R_A574 500 2 18.0000 n6 n44 29 Y n6->n1->n44
1173.0000 A237 1000 3 697.0000 n7 n1 18 N n7->n3->n0->n1
1174.0000 R_A256 500 3 324.0000 n3 n26 24 Y n3->n0->n2->n26
1175.0000 A359 1000 4 455.0000 n29 n3 22 N n29->n15->n2->n0->n3
1180.0000 R_A253 500 4 457.0000 n2 n23 22 Y n2->n0->n3->n7->n23
1188.0000 R_A249 500 5 462.0000 n2 n19 22 Y n2->n0->n3->n7->n8->n19
1188.0000 A379 1000 2 428.0000 n49 n3 22 N n49->n0->n3
1191.0000 R_A255 500 5 447.0000 n2 n25 22 Y n2->n0->n3->n7->n23->n25
1191.0000 A568 1000 4 53.0000 n38 n5 29 N n38->n28->n1->n4->n5
1193.0000 R_A558 500 2 39.0000 n6 n28 29 Y n6->n1->n28
1195.0000 R_A571 500 2 29.0000 n6 n41 29 Y n6->n1->n41
1198.0000 R_A251 500 6 452.0000 n2 n21 22 Y n2->n0->n3->n7->n8->n19->n21
1199.0000 R_A261 500 3 450.0000 n2 n31 22 Y n2->n0->n3->n31
1201.0000 A563 1000 2 73.0000 n33 n6 28 N n33->n1->n6
1204.0000 A590 1000 4 22.0000 n60 n5 29 N n60->n12->n9->n4->n5
1205.0000 A597 1000 3 9.0000 n67 n5 29 N n67->n9->n4->n5
1205.0000 R_A499 500 3 152.0000 n5 n69 27 Y n5->n4->n1->n69
1205.0000 R_A519 500 3 146.0000 n5 n89 27 Y n5->n4->n1->n89
